pct_played_prior,catalog_size_at_play_date,interaction_pct_x_catalog,pct_played_recent_180,played,play_date_iso,song_title
10.40,88,915.2000,0.00,0,1988-06-15,New York City Serenade
10.57,124,1310.6800,0.00,0,2000-05-21,The Big Muddy
9.52,233,2218.1600,0.00,0,2016-02-25,Dream Baby Dream
50.60,124,6274.4000,0.00,0,1996-04-24,Out in the Street
11.74,233,2735.4200,5.56,0,2014-02-19,Lucky Town
37.66,124,4669.8400,0.00,0,1996-09-26,Backstreets
45.38,124,5627.1200,32.14,1,1999-05-23,Jungleland
27.62,139,3839.1800,10.87,0,2003-06-25,Racing in the Street
67.70,151,10222.7000,92.50,1,2005-07-18,The Promised Land
10.19,139,1416.4100,2.44,0,2002-11-12,Kitty’s Back
43.01,176,7569.7600,8.00,1,2008-03-17,Prove It All Night
94.55,88,8320.4000,0.00,0,1987-10-31,Bobby Jean
34.55,222,7670.1000,3.70,0,2013-03-14,Long Walk Home
27.13,124,3364.1200,0.00,0,1996-01-26,All That Heaven Will Allow
14.08,151,2126.0800,3.45,0,2005-10-13,Downbound Train
19.12,222,4244.6400,3.51,0,2012-11-15,You Can Look (but You Better Not Touch)
74.37,176,13089.1200,96.00,1,2008-07-15,Born to Run
91.15,124,11302.6000,97.44,1,1997-01-27,Sinaloa Cowboys
32.84,76,2495.8400,31.11,1,1984-09-18,Growin’ Up
19.05,112,2133.6000,19.05,1,1992-09-22,I Wish I Were Blind
3.76,222,834.7200,4.76,0,2013-07-24,Lost in the Flood
34.61,76,2630.3600,0.00,0,1985-01-08,"4th of July, Asbury Park (Sandy)"
16.13,139,2242.0700,22.64,1,2003-07-26,The Ties That Bind
9.04,139,1256.5600,12.00,0,2002-12-05,Does This Bus Stop at 82nd Street?
4.76,233,1109.0800,0.00,0,2014-04-19,All I’m Thinkin’ About
82.61,176,14539.3600,90.48,1,2007-11-05,Magic
51.45,124,6379.8000,100.00,1,2000-05-22,Out in the Street
67.08,88,5903.0400,0.00,0,1988-06-21,Jungleland
70.73,76,5375.4800,71.60,1,1984-12-17,Cover Me
11.32,222,2513.0400,0.00,0,2012-06-22,Man’s Job
96.30,54,5200.2000,95.65,1,1980-12-28,Badlands
51.82,139,7202.9800,14.04,1,2003-08-06,Hungry Heart
24.47,151,3694.9700,1.89,0,2005-10-03,Straight Time
76.74,76,5832.2400,77.33,1,1985-01-08,My Hometown
28.00,233,6524.0000,11.76,0,2014-05-14,Cadillac Ranch
66.62,222,14789.6400,89.47,1,2012-12-06,Badlands
25.92,164,4250.8800,0.00,0,2006-10-08,Working on the Highway
6.12,139,850.6800,0.00,0,2002-10-07,Stolen Car
7.89,88,694.3200,0.00,0,1988-10-03,Crush on You
11.32,88,996.1600,80.00,1,1988-03-14,Adam Raised a Cain
68.98,124,8553.5200,63.33,1,2000-02-28,The Promised Land
30.57,124,3790.6800,21.82,1,1996-04-17,Johnny 99
0.55,139,76.4500,0.00,0,2003-09-20,Pony Boy
82.00,112,9184.0000,96.97,1,1993-05-16,Souls of the Departed
72.79,24,1746.9600,95.24,1,1977-03-10,Rosalita (Come Out Tonight)
13.42,164,2200.8800,0.00,0,2006-04-30,For You
17.16,222,3809.5200,16.13,1,2013-03-27,Pay Me My Money Down
96.81,76,7357.5600,100.00,1,1985-01-24,Bobby Jean
64.69,88,5692.7200,50.77,1,1988-09-19,The River
5.08,139,706.1200,0.00,0,2003-08-06,Ain’t Got You
93.85,76,7132.6000,94.74,1,1985-06-08,Prove It All Night
93.61,76,7114.3600,100.00,1,1985-03-23,Thunder Road
0.00,222,0.0000,0.00,0,2012-04-03,Breakaway
11.98,164,1964.7200,0.00,0,2006-05-20,Night
3.72,124,461.2800,4.35,0,1996-01-11,Blinded by the Light
2.00,164,328.0000,0.00,0,2006-10-21,Fade Away
82.76,54,4469.0400,82.76,1,1980-11-23,Independence Day
18.48,164,3030.7200,12.50,0,2006-05-09,Growin’ Up
80.36,76,6107.3600,71.43,1,1985-04-23,Atlantic City
95.18,54,5139.7200,96.00,1,1981-01-21,Prove It All Night
0.00,76,0.0000,0.00,0,1984-07-17,My Father’s House
76.87,34,2613.5800,86.05,1,1978-12-20,Backstreets
77.19,54,4168.2600,63.08,0,1981-07-09,Wreck on the Highway
3.97,151,599.4700,0.00,1,2005-06-25,Walk Like a Man
96.58,54,5215.3200,98.55,1,1981-07-16,The Promised Land
41.31,151,6237.8100,1.96,0,2005-08-10,Dancing in the Dark
77.93,88,6857.8400,100.00,1,1988-06-16,I’m on Fire
23.12,76,1757.1200,80.00,1,1986-03-02,I’m Goin’ Down
97.35,76,7398.6000,100.00,1,1985-06-15,Badlands
80.80,24,1939.2000,82.35,1,1976-10-09,Tenth Avenue Freeze‐Out
0.00,190,0.0000,0.00,0,2009-07-14,The Last Carnival
47.73,54,2577.4200,47.73,1,1980-12-18,I’m a Rocker
0.96,176,168.9600,0.00,0,2007-11-09,Mary Queen of Arkansas
40.51,222,8993.2200,97.56,1,2013-09-18,Tenth Avenue Freeze‐Out
75.54,222,16769.8800,96.30,1,2012-10-25,Born to Run
18.81,190,3573.9000,7.55,1,2009-12-13,Adam Raised a Cain
98.44,76,7481.4400,100.00,1,1985-07-04,Born in the U.S.A.
0.85,164,139.4000,0.00,0,2006-11-17,With Every Wish
70.93,54,3830.2200,92.31,1,1981-01-24,Tenth Avenue Freeze‐Out
84.48,124,10475.5200,94.23,1,1996-04-11,Sinaloa Cowboys
8.81,190,1673.9000,0.00,0,2009-09-13,Real World
96.95,76,7368.2000,97.14,1,1984-11-25,Badlands
33.51,54,1809.5400,0.00,0,1981-04-19,She’s the One
90.27,139,12547.5300,94.34,1,2003-07-26,The Rising
5.45,176,959.2000,0.00,0,2008-03-14,New York City Serenade
43.60,124,5406.4000,1.92,0,1997-02-17,My Hometown
96.64,76,7344.6400,95.00,1,1984-09-11,Badlands
30.82,88,2712.1600,0.00,0,1988-05-18,Candy’s Room
65.33,211,13784.6300,0.00,0,2011-01-15,Radio Nowhere
4.56,124,565.4400,0.00,0,1998-12-09,Real Man
98.15,112,10992.8000,96.43,1,1993-06-24,57 Channels (and Nothin’ On)
87.90,139,12218.1000,95.00,1,2003-08-28,My City of Ruins
7.36,112,824.3200,0.00,0,1992-10-31,I Wanna Marry You
6.96,124,863.0400,23.81,1,1996-10-19,Highway Patrolman
49.40,139,6866.6000,61.90,1,2003-06-10,Out in the Street
21.86,124,2710.6400,0.00,0,1996-10-16,She’s the One
100.00,76,7600.0000,100.00,1,1985-09-27,Dancing in the Dark
93.15,190,17698.5000,96.77,1,2009-10-08,Outlaw Pete
25.77,233,6004.4100,0.00,0,2015-08-06,Darlington County
94.74,34,3221.1600,94.19,1,1978-12-01,Racing in the Street
40.43,176,7115.6800,0.00,0,2008-06-27,Long Time Comin’
4.97,139,690.8300,0.00,0,2004-10-28,Streets of Fire
0.85,164,139.4000,0.00,0,2006-11-07,All or Nothin’ at All
80.49,54,4346.4600,88.24,1,1981-04-21,You Can Look (but You Better Not Touch)
1.00,233,233.0000,4.76,0,2014-04-08,Terry’s Song
27.18,222,6033.9600,13.79,0,2012-11-12,Backstreets
7.11,190,1350.9000,0.00,0,2009-06-13,My Best Was Never Good Enough
90.77,88,7987.7600,96.67,1,1988-07-14,Tougher Than the Rest
23.74,54,1281.9600,0.00,0,1981-07-03,Kitty’s Back
24.65,233,5743.4500,35.71,0,2016-02-18,She’s the One
12.50,124,1550.0000,0.00,0,1999-08-09,Gloria’s Eyes
4.83,222,1072.2600,3.57,0,2013-06-20,The Promise
86.75,54,4684.5000,90.00,1,1981-01-21,Darkness on the Edge of Town
34.21,54,1847.3400,34.21,1,1980-12-08,The Price You Pay
38.11,124,4725.6400,2.94,1,2000-06-12,Dancing in the Dark
70.33,124,8720.9200,100.00,1,2000-05-04,Youngstown
69.79,139,9700.8100,81.25,1,2002-12-02,Badlands
6.45,124,799.8000,0.00,0,1995-09-02,Does This Bus Stop at 82nd Street?
7.84,222,1740.4800,0.00,0,2012-02-12,Wreck on the Highway
62.37,34,2120.5800,0.00,1,1978-06-06,She’s the One
17.11,233,3986.6300,16.67,1,2016-01-27,Brilliant Disguise
97.00,54,5238.0000,100.00,1,1981-04-26,Badlands
11.57,190,2198.3000,6.38,0,2009-07-08,Downbound Train
26.25,164,4305.0000,0.00,0,2006-06-05,Countin’ On a Miracle
86.07,124,10672.6800,85.42,1,1997-02-11,Balboa Park
7.68,176,1351.6800,0.00,0,2008-07-28,My Best Was Never Good Enough
84.58,124,10487.9200,92.54,1,1999-11-10,The Ghost of Tom Joad
88.24,112,9882.8800,88.24,1,1992-07-12,Man’s Job
93.33,222,20719.2600,93.33,1,2012-05-25,We Take Care of Our Own
3.77,233,878.4100,0.00,0,2014-11-05,Meeting Across the River
31.97,222,7097.3400,0.00,0,2012-11-15,Livin’ in the Future
26.95,164,4419.8000,0.00,1,2006-05-02,Spirit in the Night
81.52,124,10108.4800,56.25,0,2000-04-26,Born in the U.S.A.
14.40,164,2361.6000,0.00,0,2006-06-20,Candy’s Room
47.19,151,7125.6900,50.00,0,2005-05-30,Youngstown
22.77,233,5305.4100,0.00,0,2016-03-13,Livin’ in the Future
12.43,190,2361.7000,2.70,0,2009-06-07,Human Touch
67.52,222,14989.4400,60.00,1,2012-03-29,The Promised Land
3.31,176,582.5600,0.00,0,2008-07-04,Walk Like a Man
89.66,164,14704.2400,89.66,1,2006-06-17,Pay Me My Money Down
83.33,124,10332.9200,92.59,1,1996-04-16,Highway 29
16.28,124,2018.7200,0.00,0,1999-06-20,Nebraska
35.19,233,8199.2700,65.00,1,2016-03-03,Because the Night
45.01,124,5581.2400,37.84,0,2000-06-20,Jungleland
83.61,124,10367.6400,92.73,1,1996-04-17,Dry Lightning
14.08,151,2126.0800,1.92,1,2005-08-11,Living Proof
81.20,139,11286.8000,88.89,1,2002-12-13,Born to Run
3.76,233,876.0800,4.76,1,2014-04-08,Lost in the Flood
34.78,222,7721.1600,90.24,1,2012-06-21,My City of Ruins
28.44,222,6313.6800,10.34,0,2013-06-22,Cadillac Ranch
6.35,124,787.4000,1.67,1,1996-04-27,Highway Patrolman
5.33,139,740.8700,0.00,0,2002-09-22,Streets of Fire
69.96,124,8675.0400,100.00,1,2000-06-29,Badlands
33.16,24,795.8400,49.02,1,1975-11-24,Growin’ Up
10.98,139,1526.2200,0.00,0,2002-10-20,My Best Was Never Good Enough
58.72,24,1409.2800,79.17,1,1976-05-28,Backstreets
69.16,176,12172.1600,60.00,1,2007-10-02,The Rising
58.70,222,13031.4000,0.00,1,2012-03-18,Lonesome Day
3.19,233,743.2700,0.00,0,2014-02-05,I Wanna Marry You
77.06,211,16259.6600,0.00,0,2010-11-04,The Rising
16.27,139,2261.5300,0.00,0,2003-08-06,Independence Day
92.48,76,7028.4800,100.00,1,1985-06-25,Hungry Heart
16.33,16,261.2800,19.51,0,1974-07-13,The E Street Shuffle
25.00,124,3100.0000,0.00,0,2000-06-26,Spare Parts
0.00,211,0.0000,0.00,0,2010-01-23,Gotta Get That Feeling
52.29,24,1254.9600,94.12,1,1975-08-10,Rosalita (Come Out Tonight)
1.00,151,151.0000,0.00,0,2005-06-15,With Every Wish
8.90,124,1103.6000,0.00,1,2001-08-18,Does This Bus Stop at 82nd Street?
19.59,139,2723.0100,0.00,0,2003-04-13,My Beautiful Reward
6.40,222,1420.8000,0.00,0,2012-02-12,Maria’s Bed
60.28,233,14045.2400,50.00,1,2016-01-31,Thunder Road
25.20,233,5871.6000,20.00,1,2014-01-18,Atlantic City
3.96,124,491.0400,0.00,0,1999-06-20,Real Man
78.17,124,9693.0800,0.00,0,1995-12-17,Badlands
2.78,124,344.7200,0.00,0,1999-08-22,Wild Billy’s Circus Story
79.62,34,2707.0800,96.88,1,1978-09-10,Spirit in the Night
75.26,76,5719.7600,100.00,1,1985-03-21,Cover Me
27.27,222,6053.9400,55.56,1,2013-03-14,Spirit in the Night
28.57,76,2171.3200,0.00,0,1984-07-06,Night
7.23,139,1004.9700,9.43,0,2003-07-26,Incident on 57th Street
2.04,222,452.8800,0.00,0,2012-05-18,Outside Looking In
14.81,16,236.9600,25.00,1,1974-04-19,The E Street Shuffle
20.30,139,2821.7000,0.00,0,2003-02-19,My Beautiful Reward
95.91,54,5179.1400,98.18,1,1981-01-29,The Promised Land
37.00,164,6068.0000,48.15,1,2006-06-14,Ramrod
82.00,124,10168.0000,93.18,1,1996-03-02,Sinaloa Cowboys
8.99,88,791.1200,0.00,0,1988-05-10,Crush on You
2.38,139,330.8200,0.00,0,2003-06-19,Wild Billy’s Circus Story
64.64,76,4912.6400,30.00,1,1984-07-12,Backstreets
68.97,151,10414.4700,68.97,0,2005-06-19,Silver Palomino
40.03,222,8886.6600,44.44,0,2012-09-22,The River
13.84,222,3072.4800,0.00,0,2012-06-17,Balboa Park
7.19,233,1675.2700,0.00,0,2015-05-16,Tunnel of Love
36.38,139,5056.8200,55.81,1,2003-05-19,Ramrod
27.56,151,4161.5600,0.00,1,2005-05-03,The Line
74.85,222,16616.7000,65.38,1,2012-04-27,Born to Run
25.22,222,5598.8400,26.19,1,2013-07-24,Atlantic City
23.12,222,5132.6400,0.00,0,2013-05-28,Empty Sky
11.51,139,1599.8900,6.90,0,2002-10-04,Night
40.62,54,2193.4800,75.00,1,1980-10-18,Factory
4.38,190,832.2000,0.00,0,2009-07-02,Stolen Car
3.36,233,782.8800,33.33,1,2016-01-27,I Wanna Marry You
2.56,222,568.3200,0.00,0,2012-07-21,Drive All Night
73.00,124,9052.0000,100.00,1,2000-03-18,Thunder Road
24.83,139,3451.3700,0.00,0,2002-08-30,57 Channels (and Nothin’ On)
5.71,222,1267.6200,0.00,0,2013-05-03,My Best Was Never Good Enough
1.01,151,152.5100,0.00,0,2005-05-30,When You’re Alone
33.38,139,4639.8200,15.79,0,2002-12-22,My Hometown
15.70,176,2763.2000,0.00,0,2007-09-25,"4th of July, Asbury Park (Sandy)"
0.00,112,0.0000,0.00,1,1992-07-31,Cross My Heart
18.28,233,4259.2400,18.75,0,2014-02-15,Adam Raised a Cain
96.80,54,5227.2000,96.77,1,1981-08-27,Badlands
1.60,139,222.4000,0.00,0,2003-10-03,State Trooper
75.95,190,14430.5000,100.00,0,2009-02-01,The Rising
51.64,139,7177.9600,18.33,0,2003-08-31,Hungry Heart
8.22,151,1241.2200,14.04,0,2005-11-09,Two Faces
39.02,76,2965.5200,39.02,1,1984-09-12,Nebraska
0.00,164,0.0000,0.00,1,2006-04-20,Jacob’s Ladder
14.86,176,2615.3600,0.00,0,2007-10-15,57 Channels (and Nothin’ On)
2.21,222,490.6200,2.44,0,2013-09-21,The Price You Pay
0.00,176,0.0000,0.00,0,2008-08-30,Froggie Went a Courtin’
49.54,124,6142.9600,0.00,0,1996-04-16,I’m on Fire
31.65,139,4399.3500,0.00,0,2003-05-27,Straight Time
32.90,112,3684.8000,0.00,0,1992-10-22,Two Faces
23.26,76,1767.7600,22.67,0,1985-01-08,Mansion on the Hill
9.04,151,1365.0400,66.67,1,2005-05-02,Further On (up the Road)
88.64,124,10991.3600,88.89,1,1997-05-10,Highway 29
97.94,112,10969.2800,100.00,1,1993-05-09,Leap of Faith
53.85,164,8831.4000,0.00,0,2006-06-10,Bobby Jean
20.24,222,4493.2800,0.00,0,2013-03-26,Magic
86.63,54,4678.0200,96.15,1,1981-01-24,Jungleland
6.06,124,751.4400,0.00,0,1999-08-11,Streets of Fire
40.32,233,9394.5600,20.00,1,2014-02-23,Out in the Street
71.31,139,9912.0900,95.00,1,2003-09-13,Badlands
97.92,34,3329.2800,97.92,1,1978-08-15,The Promised Land
11.47,190,2179.3000,8.47,0,2009-11-03,Downbound Train
48.63,124,6030.1200,0.00,0,2000-03-18,Dry Lightning
19.82,139,2754.9800,0.00,0,2004-10-11,Leap of Faith
8.49,164,1392.3600,0.00,0,2006-06-16,Does This Bus Stop at 82nd Street?
93.33,76,7093.0800,93.33,1,1984-07-21,Glory Days
27.65,139,3843.3500,4.55,1,2003-05-27,Racing in the Street
94.12,222,20894.6400,96.00,1,2012-07-17,Wrecking Ball
2.99,190,568.1000,11.86,0,2009-11-10,Something in the Night
18.80,222,4173.6000,0.00,0,2012-03-26,Reno
65.73,76,4995.4800,0.00,0,1984-09-04,You Can Look (but You Better Not Touch)
83.10,139,11550.9000,85.11,1,2003-03-22,My City of Ruins
94.93,88,8353.8400,96.00,1,1988-06-22,Born in the U.S.A.
55.00,24,1320.0000,92.11,1,1976-03-28,Backstreets
84.38,124,10463.1200,93.10,1,1996-04-22,Galveston Bay
26.61,222,5907.4200,48.33,1,2012-08-18,Spirit in the Night
19.39,139,2695.2100,0.00,0,2003-12-08,57 Channels (and Nothin’ On)
66.67,24,1600.0800,64.81,1,1975-12-05,Jungleland
0.56,222,124.3200,0.00,0,2012-04-27,Valentine’s Day
1.08,176,190.0800,0.00,0,2007-11-02,Cautious Man
97.58,76,7416.0800,98.21,1,1985-04-11,Out in the Street
40.71,222,9037.6200,43.10,1,2012-07-31,Out in the Street
29.13,112,3262.5600,6.06,1,1993-05-05,Downbound Train
100.00,76,7600.0000,100.00,1,1984-11-18,Dancing in the Dark
6.70,211,1413.7000,0.00,0,2010-05-06,Maria’s Bed
3.72,164,610.0800,0.00,0,2006-11-09,Lost in the Flood
29.21,124,3622.0400,0.00,0,1999-05-27,Living Proof
0.00,190,0.0000,0.00,0,2009-11-17,The Last Carnival
32.58,124,4039.9200,81.25,1,1999-08-01,Working on the Highway
3.52,124,436.4800,0.00,0,1997-05-21,Drive All Night
0.30,164,49.2000,0.00,0,2006-05-14,Cross My Heart
77.01,76,5852.7600,78.67,1,1985-01-10,My Hometown
90.59,176,15943.8400,92.50,1,2008-06-21,Long Walk Home
16.63,222,3691.8600,0.00,0,2013-03-20,Jesus Was an Only Son
32.50,16,520.0000,37.50,1,1973-09-08,Does This Bus Stop at 82nd Street?
8.22,233,1915.2600,0.00,0,2016-03-24,Living Proof
20.98,139,2916.2200,20.00,1,2003-09-13,She’s the One
62.87,88,5532.5600,23.33,1,1988-07-14,The River
8.43,124,1045.3200,0.00,0,1995-11-22,Incident on 57th Street
59.90,222,13297.8000,60.71,1,2013-06-20,Thunder Road
13.77,176,2423.5200,2.17,0,2008-07-05,Man’s Job
83.33,139,11582.8700,84.78,1,2003-03-25,My City of Ruins
49.88,124,6185.1200,0.00,0,2000-04-22,Rosalita (Come Out Tonight)
0.69,176,121.4400,0.00,0,2008-03-22,Valentine’s Day
0.24,176,42.2400,0.00,0,2008-08-15,Cross My Heart
70.23,54,3792.4200,50.00,1,1981-05-30,Backstreets
3.28,176,577.2800,0.00,0,2007-12-08,The New Timer
0.00,222,0.0000,0.00,0,2012-04-17,Sa Story Musicale par Antoine de Caunes
26.29,54,1419.6600,0.00,0,1981-04-14,Streets of Fire
31.66,222,7028.5200,6.90,0,2012-11-08,The Ghost of Tom Joad
64.33,233,14988.8900,12.50,1,2016-02-02,The Promised Land
93.02,112,10418.2400,96.97,1,1993-04-03,Born in the U.S.A.
18.24,54,984.9600,0.00,0,1980-10-11,Incident on 57th Street
17.83,124,2210.9200,25.00,1,1997-01-29,No Surrender
4.87,176,857.1200,2.08,0,2008-10-16,Jackson Cage
43.06,222,9559.3200,10.53,0,2012-12-12,Darkness on the Edge of Town
77.78,222,17267.1600,77.78,1,2012-04-13,Rocky Ground
50.00,76,3800.0000,50.00,0,1984-07-26,Darlington County
32.92,124,4082.0800,94.83,1,1999-08-24,Two Hearts
94.92,54,5125.6800,0.00,1,1980-10-03,Badlands
16.85,124,2089.4000,0.00,0,1999-05-02,Nebraska
18.68,176,3287.6800,0.00,0,2007-08-02,She’s the One
0.94,190,178.6000,0.00,0,2009-05-02,Book of Dreams
95.17,76,7232.9200,33.33,1,1984-06-29,The River
80.43,124,9973.3200,90.24,1,1996-02-25,Sinaloa Cowboys
11.43,139,1588.7700,0.00,0,2003-04-29,All That Heaven Will Allow
82.76,139,11503.6400,82.76,1,2002-10-04,My City of Ruins
40.09,190,7617.1000,28.57,1,2009-05-04,Dancing in the Dark
12.60,176,2217.6000,3.85,0,2008-03-29,Tougher Than the Rest
39.91,222,8860.0200,6.25,1,2012-05-28,Hungry Heart
82.76,24,1986.2400,92.86,1,1977-02-13,Tenth Avenue Freeze‐Out
4.60,233,1071.8000,0.00,0,2014-02-16,New York City Serenade
52.01,139,7229.3900,31.91,1,2003-03-22,Glory Days
2.54,190,482.6000,0.00,0,2009-05-07,Crush on You
58.33,139,8107.8700,31.25,0,2003-07-15,Countin’ On a Miracle
45.31,139,6298.0900,13.73,1,2003-07-21,Rosalita (Come Out Tonight)
2.32,233,540.5600,42.86,1,2016-01-29,Crush on You
51.27,124,6357.4800,0.00,0,1999-10-26,Balboa Park
53.47,76,4063.7200,0.00,0,1985-09-30,Tenth Avenue Freeze‐Out
83.00,112,9296.0000,86.67,1,1992-09-28,Thunder Road
25.40,222,5638.8000,30.23,1,2012-06-24,Because the Night
50.00,76,3800.0000,50.00,1,1984-07-01,My Hometown
71.44,124,8858.5600,92.86,1,1999-07-18,Thunder Road
0.00,222,0.0000,0.00,0,2012-04-17,Life Itself
1.78,190,338.2000,1.89,0,2009-07-23,Fade Away
70.95,124,8797.8000,70.97,1,1999-05-29,Thunder Road
80.65,139,11210.3500,80.65,1,2002-10-06,Worlds Apart
96.17,34,3269.7800,100.00,1,1978-07-18,Born to Run
25.70,124,3186.8000,0.00,0,1999-11-28,Souls of the Departed
42.23,190,8023.7000,83.05,1,2009-11-03,Dancing in the Dark
81.00,34,2754.0000,97.67,1,1978-11-25,Spirit in the Night
17.86,222,3964.9200,8.33,1,2012-03-23,Talk to Me
20.25,151,3057.7500,5.08,1,2005-10-28,You Can Look (but You Better Not Touch)
92.51,76,7030.7600,90.00,1,1984-07-30,Thunder Road
0.00,222,0.0000,0.00,0,2012-06-02,Wrong Side of the Street
27.03,164,4432.9200,0.00,0,2006-06-24,Silver Palomino
42.06,54,2271.2400,31.34,0,1981-06-08,Stolen Car
37.39,151,5645.8900,44.44,1,2005-06-13,Ramrod
94.59,112,10594.0800,94.59,1,1992-08-26,Leap of Faith
66.67,24,1600.0800,66.67,1,1975-07-20,Thunder Road
9.01,88,792.8800,0.00,0,1988-05-09,Crush on You
49.35,139,6859.6500,2.04,0,2002-12-04,If I Should Fall Behind
18.85,112,2111.2000,0.00,0,1992-10-15,Reason to Believe
70.68,176,12439.6800,95.00,1,2007-11-04,The Rising
88.89,164,14577.9600,91.43,1,2006-10-01,Old Dan Tucker
0.00,222,0.0000,0.00,0,2012-09-19,Someday (We’ll Be Together)
97.45,76,7406.2000,100.00,1,1985-08-11,Badlands
72.03,124,8931.7200,96.77,1,1999-09-03,Thunder Road
29.21,124,3622.0400,11.11,1,1999-09-09,Ramrod
90.94,34,3091.9600,98.85,1,1978-11-20,Thunder Road
1.00,176,176.0000,0.00,0,2008-06-25,Cautious Man
88.10,88,7752.8000,97.37,1,1988-05-13,Spare Parts
0.21,190,39.9000,0.00,0,2009-07-26,Let’s Be Friends (Skin to Skin)
24.66,211,5203.2600,0.00,0,2011-11-09,Devils & Dust
94.57,112,10591.8400,95.83,1,1992-12-16,Born to Run
0.00,88,0.0000,0.00,0,1988-05-10,When You’re Alone
0.31,222,68.8200,0.00,0,2012-05-25,Pony Boy
72.65,24,1743.6000,84.44,0,1976-04-12,Spirit in the Night
4.74,233,1104.4200,10.53,0,2014-05-23,The E Street Shuffle
1.07,124,132.6800,0.00,0,1996-10-15,Mary Queen of Arkansas
38.36,34,1304.2400,38.36,1,1978-09-25,Candy’s Room
23.86,124,2958.6400,0.00,1,1995-04-05,She’s the One
95.65,112,10712.8000,98.28,1,1992-11-05,Glory Days
29.25,24,702.0000,92.86,1,1975-07-28,Incident on 57th Street
24.59,233,5729.4700,0.00,0,2016-02-21,Heaven’s Wall
0.00,164,0.0000,0.00,0,2006-06-22,Eyes on the Prize
26.95,190,5120.5000,0.00,0,2009-05-02,Atlantic City
58.82,124,7293.6800,71.43,1,1995-12-09,My Best Was Never Good Enough
47.18,222,10473.9600,95.00,1,2013-07-20,Dancing in the Dark
95.56,54,5160.2400,96.67,1,1981-07-02,Prove It All Night
96.30,34,3274.2000,96.30,1,1978-08-25,Racing in the Street
24.33,176,4282.0800,0.00,0,2008-05-13,Johnny 99
18.67,222,4144.7400,7.89,0,2012-06-11,Adam Raised a Cain
34.88,54,1883.5200,16.67,0,1981-04-29,I Wanna Marry You
16.31,139,2267.0900,0.00,0,2003-03-26,Downbound Train
68.94,112,7721.2800,70.97,1,1992-08-14,Bobby Jean
81.25,112,9100.0000,82.26,1,1992-11-13,My Beautiful Reward
74.86,233,17442.3800,65.00,1,2014-02-23,The Rising
81.80,139,11370.2000,95.08,1,2003-09-18,Born to Run
21.17,190,4022.3000,0.00,0,2009-11-20,Old Dan Tucker
22.02,190,4183.8000,0.00,0,2009-10-14,Worlds Apart
10.54,222,2339.8800,1.59,0,2012-09-21,Mansion on the Hill
3.08,124,381.9200,0.00,0,1999-08-24,I Wish I Were Blind
23.89,34,812.2600,0.00,0,1978-07-14,New York City Serenade
28.47,151,4298.9700,20.00,0,2005-05-05,Darlington County
15.68,139,2179.5200,4.55,0,2003-12-05,Living Proof
22.92,24,550.0800,36.17,1,1976-04-21,Night
16.86,139,2343.5400,11.11,0,2002-08-05,Tougher Than the Rest
70.91,54,3829.1400,70.91,1,1981-01-29,You Can Look (but You Better Not Touch)
0.00,222,0.0000,0.00,0,2012-10-21,Racing in the Street (’78)
7.81,233,1819.7300,84.21,1,2016-02-29,Wreck on the Highway
12.21,139,1697.1900,0.00,0,2002-08-14,Reason to Believe
0.88,211,185.6800,0.00,0,2011-11-09,Queen of the Supermarket
71.99,54,3887.4600,93.85,1,1981-02-18,Tenth Avenue Freeze‐Out
19.57,124,2426.6800,32.00,0,1996-10-03,Point Blank
46.38,190,8812.2000,9.30,0,2009-06-30,Darkness on the Edge of Town
1.59,124,197.1600,4.44,0,1999-07-26,Meeting Across the River
79.82,124,9897.6800,92.11,1,1999-06-24,Born to Run
53.62,124,6648.8800,0.00,0,1996-01-11,I’m on Fire
41.78,164,6851.9200,0.00,0,2006-11-18,Rosalita (Come Out Tonight)
22.00,176,3872.0000,0.00,0,2007-10-06,Leah
25.45,176,4479.2000,33.33,0,2007-11-15,Working on the Highway
63.72,124,7901.2800,0.00,0,1999-06-20,Glory Days
0.34,190,64.6000,0.00,0,2009-06-13,Pony Boy
91.44,124,11338.5600,92.31,1,1996-04-11,Born in the U.S.A.
10.39,124,1288.3600,0.00,0,2000-05-04,Gloria’s Eyes
23.81,139,3309.5900,0.00,0,2002-07-23,Sherry Darling
16.96,176,2984.9600,0.00,0,2008-07-27,Countin’ On a Miracle
40.67,151,6141.1700,1.69,0,2005-10-28,Dancing in the Dark
12.18,233,2837.9400,0.00,0,2016-03-15,Matamoros Banks
10.71,222,2377.6200,10.00,1,2013-06-26,Better Days
14.04,176,2471.0400,0.00,0,2007-11-14,Point Blank
90.48,88,7962.2400,97.37,1,1988-05-13,Two Faces
32.05,139,4454.9500,0.00,0,2003-05-17,Straight Time
30.48,124,3779.5200,20.75,1,1996-04-13,Johnny 99
80.39,24,1929.3600,85.71,1,1975-10-31,She’s the One
28.11,139,3907.2900,0.00,1,2003-09-14,Brilliant Disguise
8.82,139,1225.9800,0.00,0,2004-10-01,I’m a Rocker
49.54,124,6142.9600,95.31,1,1999-11-29,Out in the Street
25.93,88,2281.8400,29.17,1,1988-04-13,Ain’t Got You
35.26,190,6699.4000,0.00,0,2009-11-03,Mary’s Place
2.87,124,355.8800,0.00,0,1999-05-18,Wild Billy’s Circus Story
5.84,164,957.7600,86.67,1,2006-06-19,Open All Night
42.46,124,5265.0400,0.00,0,2000-06-20,Balboa Park
